# Columns: m g L j T
0.10000000 3.73000000 16.00000000 2.00000000 26.21492832
0.10000000 1.62000000 14.00000000 1.00000000 18.30374970
0.10000000 1.62000000 10.00000000 4.00000000 64.09624311
0.10000000 3.73000000 20.00000000 3.00000000 43.26316986
0.10000000 3.73000000 18.00000000 1.00000000 13.46776549
0.10000000 3.73000000 16.00000000 4.00000000 53.00253862
0.10000000 1.62000000 16.00000000 4.00000000 79.28279042
0.10000000 1.62000000 16.00000000 1.00000000 19.71877841
0.10000000 9.80000000 20.00000000 1.00000000 8.81144864
0.10000000 3.73000000 18.00000000 2.00000000 27.71447665
0.10000000 1.62000000 10.00000000 3.00000000 47.07486544
0.10000000 1.62000000 16.00000000 3.00000000 59.67437292
0.10000000 3.73000000 14.00000000 2.00000000 23.73831855
0.10000000 9.80000000 12.00000000 2.00000000 13.94958674
0.10000000 1.62000000 12.00000000 1.00000000 17.00797228
0.10000000 3.73000000 20.00000000 1.00000000 14.60249737
0.10000000 9.80000000 18.00000000 2.00000000 17.07550572
0.10000000 9.80000000 16.00000000 2.00000000 15.81383928
0.10000000 1.62000000 14.00000000 4.00000000 74.14568239
0.10000000 1.62000000 12.00000000 4.00000000 68.01387973
0.10000000 9.80000000 18.00000000 4.00000000 34.52829924
0.10000000 3.73000000 18.00000000 4.00000000 55.06765583
0.10000000 3.73000000 14.00000000 4.00000000 49.17438734
0.10000000 3.73000000 16.00000000 3.00000000 39.29155366
0.10000000 3.73000000 12.00000000 3.00000000 34.29959884
0.10000000 3.73000000 10.00000000 1.00000000 10.31643885
0.10000000 9.80000000 10.00000000 2.00000000 12.76528694
0.10000000 3.73000000 14.00000000 3.00000000 36.96746200
0.10000000 3.73000000 18.00000000 3.00000000 41.49859240
0.10000000 3.73000000 10.00000000 4.00000000 41.16499117
0.10000000 1.62000000 20.00000000 3.00000000 67.66798072
0.10000000 3.73000000 10.00000000 2.00000000 20.64781591
0.10000000 3.73000000 12.00000000 1.00000000 11.26139422
0.10000000 9.80000000 14.00000000 4.00000000 30.54190199
0.10000000 9.80000000 14.00000000 2.00000000 15.16429382
0.10000000 9.80000000 16.00000000 3.00000000 23.58173615
0.10000000 1.62000000 14.00000000 3.00000000 54.88543336
0.10000000 9.80000000 12.00000000 1.00000000 6.93565386
0.10000000 3.73000000 16.00000000 1.00000000 12.77831023
0.10000000 9.80000000 10.00000000 3.00000000 19.16442157
0.10000000 3.73000000 12.00000000 4.00000000 45.77196622
0.10000000 9.80000000 18.00000000 3.00000000 25.36581480
0.10000000 1.62000000 14.00000000 2.00000000 36.56980227
0.10000000 3.73000000 12.00000000 2.00000000 22.15579752
0.10000000 9.80000000 20.00000000 4.00000000 36.21406726
0.10000000 9.80000000 12.00000000 4.00000000 27.73573033
0.10000000 1.62000000 20.00000000 2.00000000 43.88010667
0.10000000 9.80000000 18.00000000 1.00000000 8.37441272
0.10000000 1.62000000 16.00000000 2.00000000 39.65749840
0.10000000 9.80000000 16.00000000 1.00000000 7.92808619
0.10000000 1.62000000 10.00000000 2.00000000 31.18521057
0.10000000 1.62000000 18.00000000 2.00000000 42.28648883
0.10000000 1.62000000 18.00000000 4.00000000 84.89516731
0.10000000 9.80000000 14.00000000 3.00000000 22.55326762
0.10000000 1.62000000 18.00000000 1.00000000 20.98974756
0.10000000 1.62000000 10.00000000 1.00000000 15.75372812
0.10000000 9.80000000 10.00000000 4.00000000 25.16833671
0.10000000 1.62000000 18.00000000 3.00000000 62.44078391
0.10000000 3.73000000 14.00000000 1.00000000 11.95764302
0.10000000 9.80000000 12.00000000 3.00000000 20.73551838
0.10000000 3.73000000 20.00000000 2.00000000 28.96116637
0.10000000 3.73000000 10.00000000 3.00000000 31.22924495
0.10000000 3.73000000 20.00000000 4.00000000 58.97212285
0.10000000 9.80000000 20.00000000 3.00000000 27.15712084
0.10000000 1.62000000 20.00000000 4.00000000 89.59293973
0.10000000 1.62000000 12.00000000 2.00000000 34.14235965
0.10000000 1.62000000 20.00000000 1.00000000 22.11871573
0.10000000 9.80000000 14.00000000 1.00000000 7.53711031
0.10000000 9.80000000 20.00000000 2.00000000 17.98203449
0.10000000 9.80000000 16.00000000 4.00000000 32.38549577
0.10000000 1.62000000 12.00000000 3.00000000 52.36387442
0.10000000 9.80000000 10.00000000 1.00000000 6.26136210
